Toss Fair Biased
4710 0.497240 0.686412
4711 0.497134 0.686478
4712 0.497241 0.686545
4713 0.497348 0.686612
4714 0.497242 0.686466
4715 0.497137 0.686320
4716 0.497031 0.686387
4717 0.496926 0.686453
4718 0.496821 0.686520
4719 0.496715 0.686374
4720 0.496822 0.686441
4721 0.496929 0.686295
4722 0.497035 0.686150
4723 0.497142 0.686216
4724 0.497248 0.686283
4725 0.497143 0.686349
4726 0.497249 0.686416
4727 0.497144 0.686482
4728 0.497250 0.686548
4729 0.497357 0.686615
4730 0.497252 0.686681
4731 0.497146 0.686747
4732 0.497041 0.686813
4733 0.497148 0.686668
4734 0.497254 0.686523
4735 0.497149 0.686589
4736 0.497255 0.686655
4737 0.497361 0.686510
4738 0.497467 0.686577
4739 0.497573 0.686432
4740 0.497468 0.686287
4741 0.497363 0.686142
4742 0.497469 0.686208
4743 0.497575 0.686275
4744 0.497681 0.686341
4745 0.497787 0.686407
4746 0.497893 0.686473
4747 0.497788 0.686328
4748 0.497683 0.686394
4749 0.497578 0.686460
4750 0.497684 0.686316
4751 0.497579 0.686382
4752 0.497475 0.686448
4753 0.497580 0.686514
4754 0.497686 0.686580
4755 0.497792 0.686646
4756 0.497897 0.686501
4757 0.497793 0.686357
4758 0.497688 0.686423
4759 0.497584 0.686279
4760 0.497479 0.686345
4761 0.497585 0.686410
4762 0.497480 0.686476
4763 0.497586 0.686542
4764 0.497481 0.686608
4765 0.497377 0.686674
4766 0.497272 0.686530
4767 0.497378 0.686595
4768 0.497273 0.686661
4769 0.497169 0.686727
4770 0.497275 0.686792
4771 0.497170 0.686858
4772 0.497276 0.686924
4773 0.497172 0.686989
4774 0.497067 0.687055
4775 0.496963 0.687120
4776 0.496859 0.687186
4777 0.496965 0.687251
4778 0.497070 0.687317
4779 0.496966 0.687382
4780 0.497071 0.687448
4781 0.497176 0.687513
4782 0.497072 0.687578
4783 0.497178 0.687435
4784 0.497074 0.687291
4785 0.496970 0.687356
4786 0.497075 0.687422
4787 0.497180 0.687487
4788 0.497285 0.687552
4789 0.497181 0.687409
4790 0.497077 0.687474
4791 0.497182 0.687330
4792 0.497287 0.687396
4793 0.497392 0.687252
4794 0.497288 0.687109
4795 0.497393 0.686966
4796 0.497289 0.686822
4797 0.497186 0.686888
4798 0.497082 0.686744
4799 0.497187 0.686810
4800 0.497292 0.686667
4801 0.497188 0.686732
4802 0.497293 0.686589
4803 0.497189 0.686654
4804 0.497086 0.686511
4805 0.497190 0.686368
4806 0.497087 0.686434
4807 0.496984 0.686499
4808 0.496880 0.686564
4809 0.496985 0.686629
4810 0.496881 0.686694
4811 0.496778 0.686760
4812 0.496883 0.686825
4813 0.496780 0.686890
4814 0.496884 0.686955
4815 0.496989 0.687020
4816 0.497093 0.686877
4817 0.497197 0.686942
4818 0.497094 0.686800
4819 0.496991 0.686657
4820 0.496888 0.686722
4821 0.496785 0.686580
4822 0.496889 0.686645
4823 0.496786 0.686502
4824 0.496891 0.686360
4825 0.496995 0.686425
4826 0.497099 0.686490
4827 0.496996 0.686348
4828 0.496893 0.686205
4829 0.496997 0.686270
4830 0.497101 0.686128
4831 0.496999 0.686193
4832 0.496896 0.686051
4833 0.497000 0.686116
4834 0.497104 0.686181
4835 0.497001 0.686039
4836 0.497105 0.686104
4837 0.497002 0.686169
4838 0.497106 0.686027
4839 0.497004 0.686092
4840 0.496901 0.686157
4841 0.497005 0.686222
4842 0.497109 0.686080
4843 0.497006 0.685938
4844 0.497110 0.686003
4845 0.497214 0.686068
4846 0.497111 0.685927
4847 0.497215 0.685785
4848 0.497112 0.685644
4849 0.497010 0.685708
4850 0.496907 0.685567
4851 0.496805 0.685632
4852 0.496702 0.685697
4853 0.496806 0.685761
4854 0.496704 0.685620
4855 0.496601 0.685479
4856 0.496499 0.685544
4857 0.496397 0.685403
4858 0.496501 0.685467
4859 0.496604 0.685326
4860 0.496708 0.685185
4861 0.496811 0.685044
4862 0.496915 0.685109
4863 0.496813 0.684968
4864 0.496711 0.685033
4865 0.496814 0.685098
4866 0.496917 0.685162
4867 0.497021 0.685022
4868 0.497124 0.685086
4869 0.497227 0.685151
4870 0.497331 0.685216
4871 0.497228 0.685280
4872 0.497332 0.685140
4873 0.497435 0.685204
4874 0.497333 0.685269
4875 0.497231 0.685333
4876 0.497334 0.685398
4877 0.497232 0.685257
4878 0.497130 0.685322
4879 0.497233 0.685386
4880 0.497336 0.685451
4881 0.497234 0.685515
4882 0.497132 0.685580
4883 0.497031 0.685644
4884 0.496929 0.685708
4885 0.497032 0.685568
4886 0.496930 0.685632
4887 0.497033 0.685492
4888 0.496931 0.685352
4889 0.497034 0.685416
4890 0.496933 0.685481
4891 0.497035 0.685545
4892 0.496934 0.685405
4893 0.497037 0.685469
4894 0.497139 0.685533
4895 0.497242 0.685598
4896 0.497345 0.685662
4897 0.497447 0.685726
4898 0.497346 0.685586
4899 0.497448 0.685446
4900 0.497347 0.685510
4901 0.497245 0.685574
4902 0.497348 0.685639
4903 0.497247 0.685703
4904 0.497349 0.685767
4905 0.497248 0.685831
4906 0.497350 0.685691
4907 0.497249 0.685755
4908 0.497351 0.685615
4909 0.497250 0.685476
4910 0.497149 0.685336
4911 0.497047 0.685196
4912 0.496946 0.685261
4913 0.496845 0.685325
4914 0.496744 0.685389
4915 0.496846 0.685453
4916 0.496949 0.685313
4917 0.496848 0.685377
4918 0.496950 0.685238
4919 0.497052 0.685302
4920 0.496951 0.685163
4921 0.496850 0.685227
4922 0.496952 0.685291
4923 0.496852 0.685151
4924 0.496751 0.685215
4925 0.496853 0.685076
4926 0.496752 0.685140
4927 0.496651 0.685204
4928 0.496550 0.685065
4929 0.496450 0.685129
4930 0.496552 0.685193
4931 0.496451 0.685257
4932 0.496350 0.685320
4933 0.496250 0.685384
4934 0.496352 0.685448
4935 0.496454 0.685512
4936 0.496353 0.685575
4937 0.496253 0.685436
4938 0.496152 0.685500
4939 0.496052 0.685564
4940 0.496154 0.685628
4941 0.496053 0.685691
4942 0.495953 0.685755
4943 0.496055 0.685818
4944 0.495955 0.685882
4945 0.496057 0.685945
4946 0.495956 0.686009
4947 0.496058 0.686072
4948 0.496160 0.686136
4949 0.496262 0.686199
4950 0.496364 0.686263
4951 0.496465 0.686326
4952 0.496567 0.686389
4953 0.496669 0.686453
4954 0.496568 0.686516
4955 0.496468 0.686377
4956 0.496368 0.686239
4957 0.496470 0.686302
4958 0.496370 0.686365
4959 0.496269 0.686227
4960 0.496169 0.686089
4961 0.496069 0.686152
4962 0.495969 0.686215
4963 0.496071 0.686278
4964 0.495971 0.686140
4965 0.496073 0.686203
4966 0.496174 0.686267
4967 0.496275 0.686330
4968 0.496377 0.686192
4969 0.496277 0.686255
4970 0.496378 0.686318
4971 0.496480 0.686381
4972 0.496581 0.686243
4973 0.496481 0.686105
4974 0.496381 0.685967
4975 0.496281 0.686030
4976 0.496182 0.686093
4977 0.496082 0.686156
4978 0.495982 0.686219
4979 0.495883 0.686282
4980 0.495783 0.686345
4981 0.495884 0.686208
4982 0.495986 0.686271
4983 0.495886 0.686334
4984 0.495987 0.686396
4985 0.496088 0.686459
4986 0.496189 0.686522
4987 0.496090 0.686385
4988 0.496191 0.686447
4989 0.496292 0.686310
4990 0.496192 0.686373
4991 0.496293 0.686235
4992 0.496394 0.686098
4993 0.496295 0.685960
4994 0.496396 0.686023
4995 0.496496 0.685886
4996 0.496597 0.685949
4997 0.496498 0.685811
4998 0.496599 0.685874
4999 0.496699 0.685937
5000 0.496800 0.686000
5001 0.496701 0.685863
5002 0.496601 0.685926
5003 0.496702 0.685988
5004 0.496803 0.686051
5005 0.496703 0.686114
5006 0.496804 0.686177
5007 0.496904 0.686239
5008 0.496805 0.686302
5009 0.496706 0.686365
5010 0.496607 0.686228
5011 0.496508 0.686290
5012 0.496608 0.686353
5013 0.496509 0.686415
5014 0.496410 0.686478
5015 0.496311 0.686341
5016 0.496411 0.686204
5017 0.496512 0.686267
5018 0.496413 0.686329
5019 0.496314 0.686192
5020 0.496215 0.686255
5021 0.496315 0.686317
5022 0.496217 0.686380
5023 0.496118 0.686442
5024 0.496218 0.686505
5025 0.496119 0.686368
5026 0.496220 0.686232
5027 0.496121 0.686095
5028 0.496221 0.686158
5029 0.496122 0.686220
5030 0.496223 0.686282
5031 0.496124 0.686146
5032 0.496025 0.686010
5033 0.495927 0.685873
5034 0.495828 0.685936
5035 0.495730 0.685998
5036 0.495631 0.686060
5037 0.495732 0.686123
5038 0.495832 0.686185
5039 0.495733 0.686247
5040 0.495635 0.686310
5041 0.495537 0.686372
5042 0.495438 0.686434
5043 0.495340 0.686298
5044 0.495440 0.686360
5045 0.495540 0.686224
5046 0.495442 0.686088
5047 0.495542 0.685952
5048 0.495444 0.686014
5049 0.495544 0.686076
5050 0.495644 0.686139
5051 0.495743 0.686003
5052 0.495843 0.686065
5053 0.495943 0.686127
5054 0.495845 0.686189
5055 0.495945 0.686053
5056 0.496044 0.686116
5057 0.495946 0.686178
5058 0.496046 0.686042
5059 0.495948 0.686104
5060 0.496047 0.685968
5061 0.496147 0.685833
5062 0.496247 0.685895
5063 0.496149 0.685957
5064 0.496051 0.685821
5065 0.496150 0.685884
5066 0.496250 0.685946
5067 0.496349 0.686007
5068 0.496251 0.685872
5069 0.496153 0.685934
5070 0.496252 0.685996
5071 0.496352 0.685861
5072 0.496254 0.685923
5073 0.496156 0.685985
5074 0.496255 0.686047
5075 0.496355 0.686108
5076 0.496257 0.686170
5077 0.496159 0.686035
5078 0.496061 0.686097
5079 0.495964 0.686159
5080 0.495866 0.686220
5081 0.495965 0.686282
5082 0.495868 0.686344
5083 0.495770 0.686406
5084 0.495673 0.686467
5085 0.495575 0.686529
5086 0.495478 0.686591
5087 0.495380 0.686456
5088 0.495480 0.686321
5089 0.495579 0.686382
5090 0.495678 0.686444
5091 0.495580 0.686506
5092 0.495679 0.686567
5093 0.495779 0.686629
5094 0.495681 0.686690
5095 0.495780 0.686752
5096 0.495683 0.686813
5097 0.495586 0.686875
5098 0.495685 0.686936
5099 0.495783 0.686997
5100 0.495686 0.687059
5101 0.495785 0.686924
5102 0.495688 0.686789
5103 0.495591 0.686851
5104 0.495494 0.686912
5105 0.495397 0.686974
5106 0.495495 0.687035
5107 0.495594 0.687096
5108 0.495497 0.686962
5109 0.495596 0.686827
5110 0.495499 0.686888
5111 0.495402 0.686950
5112 0.495501 0.687011
5113 0.495404 0.687072
5114 0.495307 0.687133
5115 0.495210 0.687195
5116 0.495113 0.687060
5117 0.495017 0.686926
5118 0.494920 0.686792
5119 0.495019 0.686853
5120 0.495117 0.686914
5121 0.495021 0.686975
5122 0.495119 0.686841
5123 0.495218 0.686707
5124 0.495316 0.686768
5125 0.495415 0.686829
5126 0.495318 0.686890
5127 0.495416 0.686951
5128 0.495515 0.687012
5129 0.495418 0.686879
5130 0.495517 0.686940
5131 0.495420 0.687001
5132 0.495323 0.686867
5133 0.495227 0.686733
5134 0.495131 0.686794
5135 0.495229 0.686855
5136 0.495132 0.686916
5137 0.495231 0.686977
5138 0.495329 0.687038
5139 0.495427 0.687099
5140 0.495331 0.687160
5141 0.495234 0.687220
5142 0.495138 0.687281
5143 0.495236 0.687342
5144 0.495334 0.687208
5145 0.495432 0.687269
5146 0.495531 0.687136
5147 0.495434 0.687196
5148 0.495338 0.687257
5149 0.495242 0.687318
5150 0.495146 0.687379
5151 0.495050 0.687439
5152 0.495148 0.687500
5153 0.495245 0.687561
5154 0.495149 0.687621
5155 0.495247 0.687682
5156 0.495345 0.687742
5157 0.495249 0.687803
5158 0.495153 0.687864
5159 0.495251 0.687924
5160 0.495349 0.687791
5161 0.495447 0.687851
5162 0.495351 0.687912
5163 0.495448 0.687972
5164 0.495352 0.688033
5165 0.495450 0.688093
5166 0.495548 0.688153
5167 0.495645 0.688020
5168 0.495743 0.688080
5169 0.495841 0.688141
5170 0.495938 0.688201
5171 0.495842 0.688261
5172 0.495746 0.688128
5173 0.495844 0.687995
5174 0.495941 0.688056
5175 0.495845 0.688116
5176 0.495943 0.687983
5177 0.495847 0.688043
5178 0.495751 0.688104
5179 0.495849 0.687971
5180 0.495753 0.688031
5181 0.495850 0.688091
5182 0.495948 0.688151
5183 0.496045 0.688211
5184 0.496142 0.688272
5185 0.496046 0.688332
5186 0.496143 0.688392
5187 0.496241 0.688452
5188 0.496338 0.688319
5189 0.496242 0.688379
5190 0.496339 0.688439
5191 0.496243 0.688499
5192 0.496148 0.688559
5193 0.496245 0.688619
5194 0.496149 0.688679
5195 0.496054 0.688739
5196 0.495958 0.688799
5197 0.495863 0.688859
5198 0.495768 0.688919
5199 0.495865 0.688786
5200 0.495962 0.688846
5201 0.496058 0.688906
5202 0.496155 0.688966
5203 0.496060 0.688833
5204 0.496157 0.688893
5205 0.496061 0.688761
5206 0.495966 0.688821
5207 0.496063 0.688880
5208 0.495968 0.688940
5209 0.496065 0.689000
5210 0.495969 0.689060
5211 0.495874 0.689119
5212 0.495971 0.689179
5213 0.496068 0.689238
5214 0.496164 0.689298
5215 0.496261 0.689166
5216 0.496357 0.689034
5217 0.496454 0.689093
5218 0.496359 0.689153
5219 0.496455 0.689212
5220 0.496552 0.689080
5221 0.496648 0.689140
5222 0.496745 0.689200
5223 0.496841 0.689259
5224 0.496937 0.689319
5225 0.496842 0.689378
5226 0.496938 0.689437
5227 0.497035 0.689306
5228 0.496940 0.689174
5229 0.497036 0.689042
5230 0.496941 0.689101
5231 0.497037 0.688970
5232 0.496942 0.689029
5233 0.496847 0.689088
5234 0.496943 0.689148
5235 0.497039 0.689207
5236 0.496944 0.689267
5237 0.496849 0.689326
5238 0.496945 0.689385
5239 0.496851 0.689445
5240 0.496756 0.689504
5241 0.496852 0.689563
5242 0.496948 0.689622
5243 0.497044 0.689681
5244 0.497140 0.689550
5245 0.497045 0.689609
5246 0.496950 0.689478
5247 0.496855 0.689537
5248 0.496761 0.689596
5249 0.496666 0.689465
5250 0.496762 0.689524
5251 0.496858 0.689583
5252 0.496763 0.689642
5253 0.496669 0.689511
5254 0.496574 0.689570
5255 0.496480 0.689629
5256 0.496575 0.689688
5257 0.496671 0.689557
5258 0.496577 0.689426
5259 0.496672 0.689295
5260 0.496578 0.689354
5261 0.496484 0.689413
5262 0.496579 0.689472
5263 0.496675 0.689531
5264 0.496771 0.689590
5265 0.496676 0.689649
5266 0.496772 0.689708
5267 0.496867 0.689766
5268 0.496773 0.689636
5269 0.496868 0.689694
5270 0.496774 0.689753
5271 0.496680 0.689812
5272 0.496586 0.689681
5273 0.496681 0.689740
5274 0.496777 0.689799
5275 0.496682 0.689858
5276 0.496588 0.689917
5277 0.496494 0.689786
5278 0.496590 0.689655
5279 0.496685 0.689714
5280 0.496591 0.689773
5281 0.496686 0.689831
5282 0.496782 0.689890
5283 0.496687 0.689949
5284 0.496593 0.690008
5285 0.496500 0.690066
5286 0.496406 0.689936
5287 0.496501 0.689994
5288 0.496407 0.689864
5289 0.496502 0.689922
5290 0.496408 0.689981
5291 0.496503 0.689851
5292 0.496599 0.689720
5293 0.496505 0.689779
5294 0.496600 0.689649
5295 0.496506 0.689518
5296 0.496601 0.689577
5297 0.496696 0.689636
5298 0.496791 0.689505
5299 0.496886 0.689564
5300 0.496792 0.689434
5301 0.496887 0.689493
5302 0.496794 0.689551
5303 0.496700 0.689610
5304 0.496795 0.689668
5305 0.496890 0.689538
5306 0.496985 0.689408
5307 0.496891 0.689467
5308 0.496986 0.689525
5309 0.496892 0.689395
5310 0.496987 0.689454
5311 0.496893 0.689512
5312 0.496800 0.689383
5313 0.496894 0.689441
5314 0.496989 0.689311
5315 0.497084 0.689370
5316 0.497178 0.689428
5317 0.497273 0.689487
5318 0.497179 0.689545
5319 0.497274 0.689603
5320 0.497180 0.689662
5321 0.497087 0.689532
5322 0.497182 0.689590
5323 0.497088 0.689649
5324 0.497183 0.689519
5325 0.497089 0.689390
5326 0.497184 0.689448
5327 0.497278 0.689319
5328 0.497185 0.689189
5329 0.497091 0.689248
5330 0.496998 0.689306
5331 0.496905 0.689364
5332 0.496999 0.689422
5333 0.497094 0.689293
5334 0.497000 0.689351
5335 0.496907 0.689222
5336 0.497001 0.689093
5337 0.497096 0.689151
5338 0.497003 0.689209
5339 0.497097 0.689268
5340 0.497191 0.689326
5341 0.497285 0.689384
5342 0.497192 0.689442
5343 0.497286 0.689500
5344 0.497380 0.689558
5345 0.497287 0.689429
5346 0.497381 0.689300
5347 0.497288 0.689359
5348 0.497195 0.689417
5349 0.497289 0.689288
5350 0.497383 0.689159
5351 0.497290 0.689217
5352 0.497197 0.689275
5353 0.497291 0.689146
5354 0.497198 0.689204
5355 0.497106 0.689262
5356 0.497199 0.689134
5357 0.497107 0.689192
5358 0.497014 0.689250
5359 0.496921 0.689308
5360 0.496828 0.689366
5361 0.496922 0.689424
5362 0.496830 0.689482
5363 0.496737 0.689353
5364 0.496644 0.689411
5365 0.496552 0.689282
5366 0.496646 0.689340
5367 0.496553 0.689212
5368 0.496461 0.689270
5369 0.496368 0.689328
5370 0.496276 0.689385
5371 0.496183 0.689257
5372 0.496091 0.689315
5373 0.496185 0.689373
5374 0.496278 0.689431
5375 0.496186 0.689488
5376 0.496280 0.689360
5377 0.496187 0.689418
5378 0.496281 0.689476
5379 0.496375 0.689347
5380 0.496283 0.689405
5381 0.496376 0.689277
5382 0.496284 0.689335
5383 0.496377 0.689393
5384 0.496471 0.689450
5385 0.496565 0.689508
5386 0.496658 0.689566
5387 0.496751 0.689623
5388 0.496659 0.689681
5389 0.496753 0.689738
5390 0.496660 0.689796
5391 0.496754 0.689853
5392 0.496662 0.689911
5393 0.496570 0.689968
5394 0.496478 0.689841
5395 0.496386 0.689713
5396 0.496479 0.689770
5397 0.496387 0.689828
5398 0.496295 0.689700
5399 0.496388 0.689757
5400 0.496296 0.689630
5401 0.496390 0.689502
5402 0.496483 0.689559
5403 0.496391 0.689617
5404 0.496299 0.689489
5405 0.496392 0.689547
5406 0.496485 0.689419
5407 0.496579 0.689477
5408 0.496487 0.689349
5409 0.496395 0.689407
5410 0.496303 0.689464
5411 0.496396 0.689521
5412 0.496489 0.689579
5413 0.496582 0.689451
5414 0.496675 0.689509
5415 0.496768 0.689381
5416 0.496861 0.689439
5417 0.496769 0.689311
5418 0.496678 0.689369
5419 0.496771 0.689426
5420 0.496679 0.689483
5421 0.496772 0.689541
5422 0.496865 0.689598
5423 0.496957 0.689655
5424 0.497050 0.689528
5425 0.497143 0.689585
5426 0.497051 0.689642
5427 0.497144 0.689700
5428 0.497052 0.689757
5429 0.496961 0.689814
5430 0.496869 0.689871
5431 0.496778 0.689744
5432 0.496686 0.689801
5433 0.496595 0.689858
5434 0.496503 0.689915
5435 0.496596 0.689788
5436 0.496505 0.689662
5437 0.496413 0.689719
5438 0.496506 0.689776
5439 0.496415 0.689833
5440 0.496507 0.689890
5441 0.496600 0.689947
5442 0.496692 0.689820
5443 0.496785 0.689877
5444 0.496694 0.689750
5445 0.496602 0.689807
5446 0.496511 0.689864
5447 0.496420 0.689737
5448 0.496329 0.689611
5449 0.496238 0.689484
5450 0.496330 0.689358
5451 0.496423 0.689231
5452 0.496515 0.689288
5453 0.496424 0.689162
5454 0.496333 0.689036
5455 0.496425 0.689093
5456 0.496518 0.689150
5457 0.496427 0.689207
5458 0.496336 0.689080
5459 0.496428 0.689137
5460 0.496337 0.689194
5461 0.496429 0.689068
5462 0.496338 0.688942
5463 0.496247 0.688999
5464 0.496340 0.689056
5465 0.496432 0.688930
5466 0.496524 0.688986
5467 0.496616 0.689043
5468 0.496708 0.689100
5469 0.496617 0.688974
5470 0.496527 0.689031
5471 0.496436 0.689088
5472 0.496345 0.688962
5473 0.496437 0.688836
5474 0.496346 0.688710
5475 0.496438 0.688767
5476 0.496530 0.688641
5477 0.496622 0.688516
5478 0.496532 0.688572
5479 0.496441 0.688629
5480 0.496533 0.688686
5481 0.496625 0.688560
5482 0.496534 0.688617
5483 0.496444 0.688674
5484 0.496535 0.688549
5485 0.496627 0.688423
5486 0.496537 0.688480
5487 0.496628 0.688537
5488 0.496720 0.688411
5489 0.496812 0.688468
5490 0.496721 0.688525
5491 0.496631 0.688581
5492 0.496723 0.688456
5493 0.496632 0.688513
5494 0.496542 0.688569
5495 0.496451 0.688626
5496 0.496543 0.688683
5497 0.496635 0.688739
5498 0.496544 0.688796
5499 0.496636 0.688853
5500 0.496727 0.688727
5501 0.496819 0.688784
5502 0.496910 0.688659
5503 0.497002 0.688715
5504 0.496911 0.688772
5505 0.496821 0.688828
5506 0.496912 0.688885
5507 0.497004 0.688941
5508 0.496914 0.688998
5509 0.497005 0.689054
5510 0.497096 0.689111
5511 0.497187 0.689167
5512 0.497279 0.689224
5513 0.497188 0.689280
5514 0.497280 0.689336
5515 0.497189 0.689211
5516 0.497281 0.689086
5517 0.497372 0.689143
5518 0.497463 0.689199
5519 0.497554 0.689255
5520 0.497645 0.689130
5521 0.497736 0.689187
5522 0.497646 0.689243
5523 0.497737 0.689299
5524 0.497647 0.689356
5525 0.497557 0.689231
5526 0.497647 0.689287
5527 0.497738 0.689162
5528 0.497829 0.689038
5529 0.497739 0.689094
5530 0.497830 0.689150
5531 0.497740 0.689025
5532 0.497650 0.688901
5533 0.497560 0.688957
5534 0.497470 0.689013
5535 0.497561 0.688889
5536 0.497471 0.688945
5537 0.497562 0.689001
5538 0.497653 0.688877
5539 0.497563 0.688933
5540 0.497653 0.688989
5541 0.497744 0.688865
5542 0.497654 0.688741
5543 0.497564 0.688797
5544 0.497475 0.688853
5545 0.497385 0.688729
5546 0.497476 0.688785
5547 0.497566 0.688841
5548 0.497477 0.688897
5549 0.497387 0.688953
5550 0.497477 0.689009
5551 0.497388 0.689065
5552 0.497478 0.688941
5553 0.497389 0.688997
5554 0.497299 0.689053
5555 0.497210 0.689109
5556 0.497120 0.689165
5557 0.497031 0.689221
5558 0.497121 0.689277
5559 0.497032 0.689333
5560 0.497122 0.689388
5561 0.497213 0.689444
5562 0.497123 0.689320
5563 0.497034 0.689196
5564 0.497124 0.689252
5565 0.497215 0.689128
5566 0.497125 0.689184
5567 0.497216 0.689240
5568 0.497306 0.689296
5569 0.497396 0.689352
5570 0.497487 0.689408
5571 0.497577 0.689463
5572 0.497487 0.689519
5573 0.497398 0.689575
5574 0.497488 0.689630
5575 0.497399 0.689686
5576 0.497310 0.689742
5577 0.497400 0.689797
5578 0.497311 0.689853
5579 0.497222 0.689909
5580 0.497133 0.689964
5581 0.497044 0.689841
5582 0.497134 0.689717
5583 0.497045 0.689773
5584 0.496956 0.689649
5585 0.497046 0.689705
5586 0.497136 0.689581
5587 0.497226 0.689637
5588 0.497316 0.689692
5589 0.497227 0.689569
5590 0.497138 0.689445
5591 0.497228 0.689322
5592 0.497318 0.689378
5593 0.497407 0.689433
5594 0.497497 0.689489
5595 0.497587 0.689544
5596 0.497677 0.689421
5597 0.497588 0.689477
5598 0.497678 0.689532
5599 0.497589 0.689587
5600 0.497500 0.689464
5601 0.497411 0.689520
5602 0.497501 0.689575
5603 0.497412 0.689631
5604 0.497502 0.689686
5605 0.497591 0.689741
5606 0.497681 0.689618
5607 0.497592 0.689495
5608 0.497504 0.689551
5609 0.497415 0.689606
5610 0.497326 0.689661
5611 0.497238 0.689538
5612 0.497149 0.689594
5613 0.497060 0.689649
5614 0.497150 0.689704
5615 0.497061 0.689760
5616 0.497151 0.689815
5617 0.497241 0.689692
5618 0.497330 0.689747
5619 0.497242 0.689802
5620 0.497331 0.689680
5621 0.497420 0.689735
5622 0.497510 0.689790
5623 0.497599 0.689845
5624 0.497688 0.689900
5625 0.497600 0.689956
5626 0.497689 0.690011
5627 0.497601 0.690066
5628 0.497512 0.689943
5629 0.497602 0.689998
5630 0.497513 0.689876
5631 0.497425 0.689753
5632 0.497337 0.689808
5633 0.497426 0.689686
5634 0.497515 0.689563
5635 0.497604 0.689618
5636 0.497693 0.689674
5637 0.497605 0.689551
5638 0.497694 0.689606
5639 0.497606 0.689661
5640 0.497518 0.689716
5641 0.497430 0.689771
5642 0.497341 0.689649
5643 0.497430 0.689704
5644 0.497519 0.689582
5645 0.497609 0.689460
5646 0.497520 0.689515
5647 0.497609 0.689393
5648 0.497521 0.689271
5649 0.497433 0.689326
5650 0.497522 0.689204
5651 0.497611 0.689259
5652 0.497700 0.689137
5653 0.497789 0.689192
5654 0.497878 0.689070
5655 0.497790 0.689125
5656 0.497878 0.689180
5657 0.497790 0.689235
5658 0.497702 0.689290
5659 0.497791 0.689344
5660 0.497703 0.689223
5661 0.497615 0.689278
5662 0.497704 0.689332
5663 0.497616 0.689387
5664 0.497705 0.689442
5665 0.497617 0.689497
5666 0.497529 0.689552
5667 0.497618 0.689606
5668 0.497530 0.689661
5669 0.497619 0.689540
5670 0.497531 0.689418
5671 0.497443 0.689296
5672 0.497532 0.689175
5673 0.497620 0.689053
5674 0.497709 0.689108
5675 0.497621 0.689163
5676 0.497710 0.689218
5677 0.497798 0.689273
5678 0.497887 0.689151
5679 0.497975 0.689206
5680 0.498063 0.689261
5681 0.497976 0.689139
5682 0.498064 0.689018
5683 0.497976 0.689073
5684 0.497889 0.688951
5685 0.497977 0.689006
5686 0.497890 0.689061
5687 0.497802 0.688940
5688 0.497890 0.688819
5689 0.497803 0.688697
5690 0.497891 0.688752
5691 0.497804 0.688807
5692 0.497716 0.688862
5693 0.497804 0.688916
5694 0.497717 0.688795
5695 0.497805 0.688850
5696 0.497718 0.688904
5697 0.497806 0.688784
5698 0.497894 0.688838
5699 0.497982 0.688893
5700 0.497895 0.688772
5701 0.497983 0.688827
5702 0.498071 0.688881
5703 0.498159 0.688936
5704 0.498072 0.688815
5705 0.498160 0.688869
5706 0.498247 0.688749
5707 0.498335 0.688628
5708 0.498248 0.688683
5709 0.498161 0.688737
5710 0.498249 0.688616
5711 0.498161 0.688671
5712 0.498074 0.688725
5713 0.497987 0.688780
5714 0.498075 0.688834
5715 0.497988 0.688889
5716 0.497901 0.688943
5717 0.497988 0.688998
5718 0.497901 0.689052
5719 0.497814 0.689106
5720 0.497727 0.689161
5721 0.497815 0.689215
5722 0.497903 0.689095
5723 0.497991 0.689149
5724 0.498078 0.689203
5725 0.498166 0.689258
5726 0.498079 0.689312
5727 0.498167 0.689366
5728 0.498080 0.689420
5729 0.498167 0.689475
5730 0.498080 0.689354
5731 0.498168 0.689408
5732 0.498081 0.689463
5733 0.498168 0.689342
5734 0.498256 0.689397
5735 0.498344 0.689276
5736 0.498431 0.689331
5737 0.498344 0.689385
5738 0.498257 0.689439
5739 0.498170 0.689493
5740 0.498084 0.689547
5741 0.498171 0.689601
5742 0.498258 0.689655
5743 0.498346 0.689535
5744 0.498433 0.689589
5745 0.498520 0.689643
5746 0.498608 0.689697
5747 0.498695 0.689751
5748 0.498782 0.689805
5749 0.498869 0.689859
5750 0.498783 0.689739
5751 0.498870 0.689793
5752 0.498783 0.689673
5753 0.498870 0.689727
5754 0.498783 0.689607
5755 0.498697 0.689661
5756 0.498784 0.689541
5757 0.498697 0.689422
5758 0.498611 0.689476
5759 0.498524 0.689356
5760 0.498611 0.689236
5761 0.498698 0.689290
5762 0.498785 0.689344
5763 0.498872 0.689398
5764 0.498959 0.689452
5765 0.499046 0.689506
5766 0.498959 0.689559
5767 0.499046 0.689440
5768 0.498960 0.689494
5769 0.499047 0.689374
5770 0.499133 0.689428
5771 0.499220 0.689482
5772 0.499134 0.689362
5773 0.499221 0.689243
5774 0.499134 0.689297
5775 0.499221 0.689351
5776 0.499134 0.689404
5777 0.499221 0.689458
5778 0.499308 0.689512
5779 0.499221 0.689566
5780 0.499135 0.689619
5781 0.499049 0.689673
5782 0.499135 0.689554
5783 0.499222 0.689435
5784 0.499136 0.689488
5785 0.499049 0.689542
